serial_number,thumbprint,subject_cn,issuer_cn,Reason
101d6a5a29d9a77807553ceac669d853,cd6aa9a7a4898e42b8361dc3542d0afb72e6deefc0b85ebfb55d282a2982b994,BIC GROUP LIMITED,Sectigo Public Code Signing CA R36,IcedID
4679c5398a279318365fd77a84445699,8fcef52c16987307f4e1f7d4b62304c65aedb952c90bb2ead8321f1e1d7c9a6e,HURT GROUP HOLDINGS LIMITED,Sectigo Public Code Signing CA R36,Quakbot
282a8a04073eced658b9770bda8c0d28,5cd4832101eb4f173c43986d5711087c8de25e6fcaef2f333e98a013e29b8373,OOO Betamaynd,Sectigo Public Code Signing CA R36,RedLineStealer
0c48732873ac8ccebaf8f0e1e8329cec,14ffc96c8cc2ea2d732ed75c3093d20187a4c72d02654ff4520448ba7f8c7df6,Hermetica Digital Ltd,DigiCert EV Code Signing CA (SHA2),HermeticWiper
43bb437d609866286dd839e1d00309f5,21c13d0a5037ebb97eb9ae094d8d5839b4bc9bba751c848064c82ec3a42a3134,NVIDIA Corporation,VeriSign Class 3 Code Signing 2010 CA,QuasarRAT
da20761afbb0463c55b1ea88bbc7ec57,f12dd6e77ffab75870b24dd5bfda5a360843f9e5591e764be9f0a2ac59a710d3,CLEVER CLOSE s.r.o.,Sectigo Public Code Signing CA R36,Quakbot
c51f4cf4d82bc920421e1ad93e39d490,d17dc7ef018e13b9a482b60871e25447fb1ae724dfe69b5287dce6b9b78d84a9,CUT AHEAD LTD,Sectigo Public Code Signing CA R36,Quakbot
69a72f5591ad78a0825fbb9402ab9543,42a6612f4c652b521435989b5f044403649fef6db4fb476f3c4d981dc2f9bdf8,PUSH BANK LIMITED,Sectigo Public Code Signing CA R36,Quakbot
8cece6df54cf6ad63596546d77ba3581,1a9ff8aba1b24e3bd06442ac6d593ff224b685cba4edef79e740f569ab453161,Mikael LLC,Sectigo RSA Code Signing CA,Malware
db95b22362d46a73c39e0ac924883c5b,751a7e6c4dbe6e7ca633b91515c9f620bff6314ce09969a3af26d18945dc43b5,SPSLTD PLYMOUTH LTD,Sectigo RSA Code Signing CA,Smoke Loader
d3aee8abb9948844a3ac1c04cc7e6bdf,e386450257e170981513b7001a82fb029f0931e5c2f11c6d9b86660da0b89a66,HOUSE 9A s.r.o,Sectigo Public Code Signing CA R36,Quakbot
6000f8c02b0a15b1e53b8399845faddf,6f18caa7cd75582d3a311dcc2dadec2ed32e15261c1dc5c9471e213d28367362,SAY LIMITED,Sectigo Public Code Signing CA R36,Amadey
f6ad45188e5566aa317be23b4b8b2c2f,ae7db8b64e8abd9d36876f049b9770d90c0868d7fe1a2d37cf327df69fa2dbfe,Gary Kramlich,Sectigo RSA Code Signing CA,Numando
74fc9257bc86f8c618501695ad4b1606,8ebbb2ab8f2e1366d0137e5026e07fde229f45f39d043c7ad36091b8eb2a923e,169Teaco Limited,Sectigo Public Code Signing CA R36,ParallaxRAT
3b0914e2982be8980aa23f49848555e5,254e59ea93fa5f2a6af44f9631660f7b6cca4b4c9f97046405bcfed5589a32fa,Office Rat s.r.o.,Sectigo Public Code Signing CA R36,ParallaxRAT
205483936f360924e8d2a4eb6d3a9f31,44daf53d607937f410c3d300100399514d0ee5b03487e7ead16dfe324d2c5563,SATURN CONSULTANCY LTD,Sectigo Public Code Signing CA R36,Matanbuchus
029bf7e1cb09fe277564bd27c267de5a,2b18684a4b1348bf78f6d58d3397ee5ca80610d1c39b243c844e08f1c1e0b4bf,SAMOYAJ LIMITED,Sectigo Public Code Signing CA R36,Lazarus
984e84cfe362e278f558e2c70aaafac2,0b2d1dad72c69644f80ad871743878b5eb1e45e451d0d2c9579bdf81384f8727,Arctic Nights Äkäslompolo Oy,Sectigo Public Code Signing CA R36,Quakbot
45245eef53fcf38169c715cf68f44452,ad7edb1b0a6a1ee3297a8825aff090030142dce8b59b9261bc57ca86666b0cbe,PAPER AND CORE SUPPLIES LTD,Sectigo Public Code Signing CA R36,QuakBot
0406c4a1521a38c8d0c4aa214388e4dc,7d6dc731d94c9aaf241f3df940ce8ca8393380b12f92e872273ae747c5d4791f,Venezia Design SRL,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,IcedID
5ef27fc51ee80b30430947c9967db440,c2dcc4a1ea16e45f86828e81eda20f83e70cbf77e152ddd80b1b4a730ef77551,"AMCERT,LLC",Sectigo Public Code Signing CA R36,RedLineStealer
06bcb74291d96096577bdb1e165dce85,8580fc689c62644b6df809491a210228756522c1074c98ebecf1d08fe4f9bf7a,Revo Security SRL,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,IcedID
15c5af15afecf1c900cbab0ca9165629,19c60573c2890fad5fc96d3a9171959aef1c2dcc367ebd2dd27fc33d22976ad8,Kompaniya Auttek,Sectigo RSA Code Signing CA,NetSupport
0690ee21e99b1cb3b599bba7b9262cdc,eaab14a49c761096c973b4cc4b2cf6257ae5de58ba11dfaa7fcb85fa05980a54,Xiamen Tongbu Networks Ltd.,Sectigo RSA Code Signing CA,AveMariaRAT
e55be88ddbd93c423220468d430905dd,fa270d62733eb2f9565399b9f468341792adcdcb0024a4ad03a3531cb7496195,VALVE ACTUATION LTD,Sectigo Public Code Signing CA R36,AveMariaRAT
aa1d84779792b57f91fe7a4bde041942,7f685da41300dc815b00bc7fefe90a4d7355a66793d3f4969993ffe3cdb2c573,AXIUM NORTHWESTERN HYDRO INC.,Sectigo Public Code Signing CA R36,Quakbot
34d42e871ddb1c92fa20b55b384e1259,518b2dfe026f7b08ea54068ee1f650c692f66f07224e115e9f44fa846be9d549,VENS CORP,Sectigo Public Code Signing CA R36,Karma
425dc3e0ca8bcdce19d00d87e3f0ba28,7b45852afc9762de3d780882827ae8061e3344c624fae120d75f4c175b31e54a,Protover LLC,Sectigo RSA Code Signing CA,Quakbot
c8442a8185082ef1ed7dc3fff2176aa7,56dd56e92fb24448b3917fc377fda5d321cee95d98ac7fa021bb0c941b18f43e,Ambidekstr LLC,Sectigo RSA Code Signing CA,Quakbot
435abf46053a0a445c54217a8c233a7f,374b715f76f209002cf342f1ecb1011ad6ec43a496f992966b7c2f018e8e66de,OOO Kodemika,Sectigo RSA Code Signing CA,Quakbot
e953ada7e8f1438e5f7680ff599ae43e,365d132ec50e8155eac39de96b3acf3510e1890024b9bd7ae4e16aa3e7a270da,KULBYT LLC,Sectigo RSA Code Signing CA,Quakbot
2aaa455a172f7e3a2dffb5c6b14f9c16,6573e916e382098a662b8a1451c1864dfad5e11a5b085f02bed6d941ea307760,DREAM VILLAGE s.r.o.,Sectigo Public Code Signing CA R36,ParallaxRAT
881573fc67ff7395dde5bccfbce5b088,df5d988687c98539b5dde0198703793715182fe3955f589bc86a5eab81f03b3a,Trade in Brasil s.r.o.,Sectigo RSA Code Signing CA,Quakbot
0218ebfd5a9bfd55d2f661f0d18d1d71,48b52b78e4946b1adf582502c496cf58f9714f9258e8eb9bbb42d0060069ce1b,REI LUX UK LIMITED,Sectigo RSA Code Signing CA,Cobalt Strike
b2f9c693a2e6634565f63c79b01dd8f8,2bea432f11e4bae20391c7dfdb815efc4a06e6807cc586798efc81e0a069973f,PHL E STATE ApS,Sectigo RSA Code Signing CA,Quakbot
a918455c0d4da7ca474f41f11a7cf38c,dcacf36f358c95b487f3674d866f9b7dc121d294f77485f8d35cc2bebdfec2ef,MIDDRA INTERNATIONAL CORP.,Sectigo RSA Code Signing CA,Quakbot
1ef6392b2993a6f67578299659467ea8,eeae3f53dc1e149f1b3943a360c28c4c54c77ce959babfe7a4c7b0f9f94f64b2,ALUSEN d. o. o.,TrustOcean Organization Software Vendor CA,Matanbuchus
292eb1133507f42e6f36c5549c189d5e,83d79f4f982877ca0c54e96e1889ded622ef918a82404e6134b8207ff2a65692,Affairs-case s.r.o.,Sectigo Public Code Signing CA R36,ParallaxRAT
936bc256d2057ca9b9ec3034c3ed0ee6,5fd0c91067a466db712b3d130352cf9c6780a82ae0c2d70abe53a8a3d3ebf12f,SALES & MAINTENANCE LIMITED,TrustOcean Organization Software Vendor CA,Quakbot
afe8fee94b41422e01e4897bcd52d0a4,47ab61481d0363c85c35a9aa031d1c4c98ad11c12d1d64e54c189ba4972f56cb,TLGM ApS,Sectigo RSA Code Signing CA,Quakbot
0f007898afcba5f8af8ae65d01803617,4d920ff445f7dc174a127863717e8b3dbae35c3362b38c06b4b98b1cd9a37c08,TechnoElek s.r.o.,DigiCert EV Code Signing CA (SHA2),BitRAT
5fbf16a33d26390a15f046c310030cf0,2dd9f7184668e5ae623df2da34f529629725f1751d788cb909b3f4f8840ed803,MACHINES SATU MARE SRL,Sectigo RSA Code Signing CA,Cobalt Strike
f454f2fdc800b3454059d8889bd73d67,83bc248b3171ee1cf7bea505dc06f7d80b97cb09d7c71d803fd6eea9581fb1d0,BEAUTY CORP SRL,Sectigo RSA Code Signing CA,TA505
3afe693728f8406054a613f6736f89e3,5e139f890182c363953c3b23f90903ba015da7f251e05d8772df12aeaa127f40,ROB ALDERMAN FITNESS LIMITED,Sectigo RSA Code Signing CA,TA505
c318d876768258a696ab9dd825e27acd,557d79b8554a79951250bd63251273c7e2f9e8817f6f71322419d8d02e05af75,OOO Genezis,Sectigo RSA Code Signing CA,Quakbot
2d8cfcf04209dc7f771d8d18e462c35a,b285167fc4c4497fc1b04716d32f7a4cf3778d71c5f6624621f76cd30dfc8e8e,AA PLUS INVEST d.o.o.,Sectigo Public Code Signing CA R36,NetWire
3d3fc30099d6c7aeb806d4181992af90,1f893c08ce7915d76394082dd884a6771493247b9169b6579aed99f8606ad484,Baltic Auto SIA,Sectigo Public Code Signing CA EV R36,Gozi
06df5c318759d6ea9d090bfb2faf1d94,301a4335992e383c9ddba38af9645f72f6d3c0c1de56b92451dbf14ad70c77e6,SpiffyTech Inc.,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,Hive
072472f2386f4608a0790da2be8a48f7,fd7ef46ac5c97813cb7f6d16e006a1febaa9e11bd7f414dcba0fb047b1bef09f,FOXIT SOFTWARE INC.,DigiCert EV Code Signing CA (SHA2),RedLineStealer
060d94e2ccae84536654d9daf39fef1e,3125fa32213240e376c6a21ca5631d4056d8307f0aedc3ec5e6d3c71c69b7221,HasCred ApS,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,CobaltStrike
0bc9b800f480691bd6b60963466b0c75,1a969ab1408c6de5689ece63e3200ac2d5cf7ae2e811c6756e3f39578a45053e,HasCred ApS,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,CobaltStrike
6aaa62208a3a78bfac1443007d031e61,e0b4e0146cef64385a2635611ccc0d7b3c7f8a126dfedf7f491d677b4a896d65,Solar LLC,Sectigo RSA Code Signing CA,ElysiumStealer
7ebcb54b7e0e6410b28610de0743d4dd,63aa71d0e459d85f42d2defea2a4d96ba93959665f266d339193977b7dde1e25,"SIA \MWorx\""""",Sectigo Public Code Signing CA EV R36,Gozi
37a67cf754ee5ae284b4cf8b9d651604,4cf43525a4aba3b5fb3c6fae7323dea509aac73724b4a547414e56c8aa2eacf8,FORTH PROPERTY LTD,Sectigo RSA Code Signing CA,Gozi
239664c12baeb5a6d787912888051392,9e0611728595a506cc2a55486fdd88eca0971ef0b08f74cb3b3b6f5f6f3c7e27,FORTH PROPERTY LTD,Sectigo RSA Code Signing CA,Gozi
28c57df09ce7cc3fde2243beb4d00101,52aff2b104a0adea835d0f4765ea4cf5f20c794bf859e4c9c1481122365ac20b,"WATER, s.r.o.",Sectigo Public Code Signing CA R36,ParallaxRAT
54c793d2224bdd6ca527bb2b7b9dfe9d,95b04eaf3ebdef5f7475e2fdebccd42a7a4869eb89b8e2ce2484af5225ea04b2,"CODE - HANDLE, s. r. o.",Sectigo Public Code Signing CA R36,RaccoonStealer
69ad1e8b5941c93d5017b7c3fdb8e7b6,999bbf99f3b3c1a894340918d8f2c6a358e7ec6299bab5d8fd6b9e7570abf929,Afia Wave Enterprises Oy,Sectigo Public Code Signing CA R36,Malware
2782171dabf21dbb7c0a155c38bc1ffb,3bb2dd50469f7023a23b176ea6edd1d8ec27bb9b6a77a7031a05c11611b55db4,Bauder Ltd,Certum Extended Validation Code Signing 2021 CA,LockScreen
bfcea72a7a44662e74e77163bd89c2aa,93cfd60f705bc0d37993fb0a96cdebae1e1fe2c64edd5f2e1069f308eea4a70b,Special Floors ApS,Sectigo Public Code Signing CA R36,ParallaxRAT
016558f3759ab455d5497251c51ff8f6,484c210301f9f02e0836160d51d7a634dc177c5043adaf6d7a5dbc84e28ab7f1,GetScatter Ltd.,DigiCert EV Code Signing CA (SHA2),NetSupport
025020668f51235e9ecfff8cf00da63e,c3692225dad4b5b1ff909f3a769cd913f644a93b1953e149cfd612848af02007,Knassar DK ApS,DigiCert EV Code Signing CA (SHA2),NetSupport
0e8aa328af207ce8bcae1dc15c626188,226d9c5f4ee36d6d47013f2cadbc98e19b2a1b62acb0a0db1d5795dddddd1521,PRO SAT SRL,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,NetSupport
bdb99d5ecf8271d48e35f1039c2160ef,ddaa6ebc2929dc4c12c13d329ca2eb2559c35887e3bbb015b91c8aef12ed5531,Gavrilov Andrei Alekseevich,Sectigo RSA Code Signing CA,NetSupport
670c3494206b9f0c18714fdcffaaa42f,5e278ee395cbc112b84a22c8c207ed60f5f507407b6452a89b0ec9acfa2dd166,"ADRIATIK PORT SERVIS, d.o.o.",Sectigo RSA Code Signing CA,Malware
0400c7614f86d75fe4ee3f6192b6feda,64cd94f7ed9b7ba8f7d58445c0b9d9823d37782cc3500d359b86c4a3b091d5b8,StackUp ApS,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,CobaltStrike
be8e91ba93724ac74b5a862afcd34077,61e568a29b27db36f7af948c3470acdd0834bacc975b0d514a36e9de6ac5416f,A-LINE PIPE TOOLS INC.,Sectigo RSA Code Signing CA,ParallaxRAT
d1737e5a94d2aff121163df177ed7cf7,c86eeaf1bbf0d31cb4bfa9efc4d157fe405b02512b1082a91ab3c9a8a8beaa58,BedstSammen ApS,Sectigo RSA Code Signing CA,ParallaxRAT
f112993ca9f2b1956adbb0c86fb42292,764f2b9e4c7f92cc3b3a9fbfd289946cfdb7df501d21f57846517828ad08a8f1,"Key 4 Solutions, s. r. o.",Sectigo RSA Code Signing CA,ParallaxRAT
30318fc997744b5dc5ec9480bf80ad0c,159f2c1c1cff165ca4a90db12da08937cd38b9e79cca3848403ec779fd8d7cd1,"ZOMI INVEST, d.o.o.",Sectigo RSA Code Signing CA,ParallaxRAT
7a6d30a6eb2fa0c3369283725704ac4c,8eaafaa3a75328cbd8a347d397557a4bda6894a10071c0273bcafba6340a0cc0,Trade By International ApS,TrustOcean Organization Software Vendor CA,CobaltStrike
1e5efa53a14599cc82f56f0790e20b17,127b54c50d77a329a145b0a5686e2214d2ed40482c0375d0de278ba4a135dede,Storeks LLC,Sectigo Public Code Signing CA R36,Hancitor
119acead668bad57a48b4f42f294f8f0,6a937953f7f2527d40c5264d24e3aadbc39348577fabce82ac71d7d3ef01ef16,PB03 TRANSPORT LTD.,Sectigo RSA Code Signing CA,Sodinokibi
a758504e7971869d0aec2775fffa03d5,b7d258f776cdd12498fe9c4418b8b9c346b52e50c2e4292fa3e09bf2e228fb6e,Amcert LLC,Sectigo Public Code Signing CA R36,RedLineStealer
e3b80c0932b52a708477939b0d32186f,da4b73457c8ace3e474dc2a34d0ceb5ba5bc15269094429d38c6c811f5fb6e06,BISOYETUTU LTD LIMITED,Sectigo RSA Code Signing CA,RedLineStealer
b06bc166fc765dacd2f7448c8cdd9205,27bdb7c4c696fb4946ddba5113c24ca0cb934bd6c634f9d2f4bcae1358e9cafc,"GAS Avto, d.o.o.",Sectigo RSA Code Signing CA,Gozi
4797d7b279be40de071a6d59b2d7b8d4,eab10c069857ae32119a0b8351becf4ecf3856b051b31329e76a4f8ab8b95915,NALA LIMITED,Sectigo RSA Code Signing CA,ZLoader
20cd4bfadbea368fb0e36af94e5fbcce,4bb2adcd625cd911e5819e625a25c4e51ffeeec12c62f875a4bd0de88ec181e9,FESTAP s.r.o.,Sectigo RSA Code Signing CA,RedLineStealer
5b37ac3479283b6f9d75ddf0f8742d06,474242b6dd818a43ed5a19ce7c83271497137c8b5b6e9489b7cd808cac15db9d,ART BOOK PHOTO s.r.o.,Sectigo RSA Code Signing CA,ParallaxRAT
fbb1198bd8bddb0d693eb72a8613fe3f,726c935cd0f81968ba8fbb7ab5548392bdbc4c9ea40e28f2ee44420a3b06d98a,"Trade Hunters, s. r. o.",Sectigo RSA Code Signing CA,ParallaxRAT
846f77d9919fc4405aefe1701309bd67,37d22ed5bd7c8dc7b4b68ec2c47c8d0bc1eced4617f79d24be77c49aa38f71e5,IPM Skupina d.o.o.,Sectigo RSA Code Signing CA,ParallaxRAT
8b3333d32b2c2a1d33b41ba5db9d4d2d,df1019cd04d77a3f09e8bd5f920a08663d38618f1520b1dd645df15da191c9fc,"BOOK CAFÉ, s.r.o.",Sectigo RSA Code Signing CA,ParallaxRAT
afc5522898143aafaab7fd52304cf00c,79ede7b73da15eaa458d1cd4409c6741af883d28259b7a6fa836240f21fb12dc,YAN CHING LIMITED,Sectigo RSA Code Signing CA,TrickBot
b8f726508cf1d7b7913bf4bbd1e5c19c,2f4525e2503ea8beb30d027f7e811518323a6fc35797d27378b3a79bf7884028,Merkuri LLC,Sectigo RSA Code Signing CA,Smoke Loader
bc6c43d206a360f2d6b58537c456b709,9b6197fc89d63c69fd195aae1025b5f632a6ce256e4f90b33aa3b2c4d320492b,"ANKADA GROUP, d.o.o.",TrustOcean Organization Software Vendor CA,Quakbot
e0a83917660d05cf476374659d3c7b85,1ea1ad1032604b6751d45e963cc20d1ecc9dc23d6eee083fa110665471eefc97,PIK MOTEL S.R.L.,Sectigo RSA Code Signing CA,RedLineStealer
a7e4ded4bf949d15aa4201843f1ab64d,d519622e7d1eab2c240860d38779704319f1349cc57ab8c3d51d9f56145b582f,1.A Connect GmbH,COMODO RSA Code Signing CA,CobaltStrike
addb899f8229fd53e6435e08bbd3a733,dcf5a979f3d469e1e34f561e1df7b4165b357fa1921194b200b97339897a18d7,U.K. STEEL EXPORTS LIMITED,TrustOcean Organization Software Vendor CA,Quakbot
c1a1db95d7bf80290aa6e82d8f8f996a,49c3707e1ae1d8666bdbfc4cdcd396735bde33f72a1a8fd9494494f368a9de1f,Software Two Pty Ltd,COMODO RSA Extended Validation Code Signing CA,Gozi
c667ffe3a5b0a5ae7cf3a9e41682e91b,6527414820efec3f0f2f41a65934ed2df1666165934bd692bd00dcf56a4e93eb,NAILS UNLIMITED LIMITED,Sectigo RSA Code Signing CA,RedLineStealer
aa07d4f2857119cee514a0bd412f8201,6dae859fac52325e74ff5094803c21676e4b804914e6feafc3647af04decb9e0,HANGA GIP d.o.o.,Sectigo RSA Code Signing CA,Quakbot
2e36360538624c9b1afd78a2fb756028,961e4ce584a9a0ac36819f24f19da1a3704b646cf397447e9ce0bcf05eb8029e,Ts Trade ApS,Sectigo RSA Code Signing CA,Quakbot
44fe73f320aa8b7b4f5ca910aa22333a,b7a5037ee2c0992387e0546a89864c75aaca613b0bc85b3bdefa16ff422d6fb0,Alpeks LLC,Sectigo RSA Code Signing CA,ServHelper
1ffc9825644caf5b1f521780c5c7f42c,74de054c3276300866708085c45ebb1d2bff0c94c402f3ed0ee0f52f98d2c52b,ACTIVUS LIMITED,Sectigo RSA Code Signing CA,Quakbot
1ae3c4eccecda2127d43be390a850dda,042e58253bde3bc6f0964e19bb90a2dca64c48e3060d00bf1efd6876e767c953,PARTYNET LIMITED,Sectigo RSA Code Signing CA,Quakbot
84a4a0d0657e217b176b455e2465aee0,722154bf976885eeb15c9ed3a7aeff59da0a27687eb38b628e44d0732699dc26,AATB ApS,Sectigo RSA Code Signing CA,Nemty
289051a83f350a2c600187c99b6c0a73,6c07f4282764f588ec29d1867ac641c4747433b4e6fd0e4f4518a7e73b831c7d,HALL HAULAGE LTD LTD,Sectigo RSA Code Signing CA,Malware
269fb93ccbafafe2b5f144b5befe93f3,b7da548bbb408946298816d7cd25114cc4fcdba96926bbd21d287a451688d792,"GALAKTIKA, OOO",Sectigo RSA Code Signing CA,LegionLoader
d0eda76c13d30c97015708790bb94214,98e1f71ef64b0d91c443017631f550871096d66e60f72d90bb9503ba64c5d74d,LAEN ApS,Sectigo RSA Code Signing CA,ParallaxRAT
634e16e38f12e9a71aca08e4c6b2dbb9,46453c3d3ccc0514d617ed07c1cacfbfee57b5c23ccefc462ed412b78c86f0f2,AUTO RESPONSE LTD CYF,Sectigo RSA Code Signing CA,RedLineStealer
3b777165b125bccc181d0bac3f5b55b3,f680fab6a9d21e8e76003c5c28b3c5084866d7ac85cf0cfb5aaa02f69ee99f1e,STAND ALONE MUSIC LTD,Sectigo RSA Code Signing CA,Dridex
d1b8f1fe56381befdb2e73ffef2a4b28,ff2628414fa0ccc7745979d8751b6de2aaca82f6bca94f3ca53f945831e93510,Seinäjoen Squash ja Bowling Oy,TrustOcean Organization Software Vendor CA,ParallaxRat
066276af2f2c7e246d3b1cab1b4aa42e,3b13378fcc6a31baa5eea98a73c7569778556ef19c873195f61348b45f04ec66,IQ Trade ApS,TrustOcean Organization Software Vendor CA,ParallaxRAT
08d4dc90047b8470ccaf3924dfbd8b5f,cf0c39da4d15d4ad6a74b36f5597e46581b856666b04acb2d38ac42db328b76d,OOO Dibies,Sectigo RSA Code Signing CA,Sodinokibi
70d896117e15302c7eefecb289b3bfe0,c747b20c080c1d0ba04308a496c279acd4060b204a9506a7bcdd6e613fc09698,Quicktech.com,Sectigo RSA Code Signing CA,CobaltStrike
1895433ee9e2bd48619d75132262616f,066bda73d8a774814d35046d70a5633799ea25b5ff9cbcbe582fda6f26fab07c,Evetrans Ltd,Sectigo RSA Code Signing CA,RaccoonStealer
f2d693aad63e6920782a0027dfc97d91,e5eb1ae6c52fa45421930d4c0dc122d06077366977482cf0185bb20b9ace61cd,EKO-KHIM TOV,Sectigo RSA Code Signing CA,IcedID
54cd7ae1c27f1421136ed25088f4979a,ebe7d52398a7ebf9520df477f14b39377fa615c10c9694f5a1b9886385a6f337,ABBYMAJUTA LTD LIMITED,Sectigo RSA Code Signing CA,RedLineStealer
f8e8f6c92ba666b0688a8cacce9acccf,52ce16e158eb7aafac706a361d2adf976313e61986fb723777b1ad9db70951ff,5 th Dimension LTD Oy,Sectigo RSA Code Signing CA,Amadey
a73b6d821f84db4451d6eedd62c42848,63bf131567874d89fe47a8dd0053c04b50ec35aa87ebb9cf57681c2a08365a63,Mht Holding Vinderup ApS,Sectigo RSA Code Signing CA,IcedID
e4e795fd1fd25595b869ce22aa7dc49f,634d08d08a8ae4dbc0a8416dbb49c23dc44257e597dd7c0cb024f5ec41384370,OASIS COURT LIMITED,Sectigo RSA Code Signing CA,CobaltStrike
59a57e8ba3dcf2b6f59981fda14b03,ff9f3d2ca65040889f860cb0c2b5d4c49f7b419b784793ede1ea4786e45285d6,Medium LLC,Sectigo RSA Code Signing CA,ParallaxRAT
c79f817f082986bef3209f6723c8da97,4ff7654904aeccbb8d1feef345194cd318186728f28410795c8844d4fc4201e0,Al-Faris group d.o.o.,Sectigo RSA Code Signing CA,Malware
c4188d6b70b4bd3b977b19abd04c1157,baf037d27dff1ea8bee7f8a792c107926231786bd4135b6db028774f46be7e88,"PRESTO Co., s.r.o.",Sectigo RSA Code Signing CA,Cobalt Strike
7d36cbb64bc9add17ba71737d3ecceca,05be3171ca7272803d139ca13b16c24a3dd22917b1b8d6d0fd5401e63a79dd27,LTD SERVICES LIMITED,Sectigo RSA Code Signing CA,Malware
e69a6de0074ece38c2f30f0d4a808456,bf356bff522f8bdde37230548ee14b3964dadfb95c6250195f03ced36171b6d7,OOO Semantic,Sectigo RSA Code Signing CA,Amadey C&C
ca4822e6905aa4fca9e28523f04f14a3,a3efeee8bc72c2b05ad57d9910c4c5936c6cf64e8e98032c24cb30a061b75b2b,"ELISTREID, OOO",Sectigo RSA Code Signing CA,RemoteManipulator
7dcd19a94535f034ee36af4676740633,10b178e1b2dbe6796802077f78c67a3447c714ea6cedb35a4ca3574e63ab2440,Toko Saya ApS,Sectigo RSA Code Signing CA,CobaltStrike
24c1ef800f275ab2780280c595de3464,15a06bf4e6e510658e67674e36e35ed6a64b8eff54405eeeb89f5a3dea86fcd6,HOLGAN LIMITED,Sectigo RSA Code Signing CA,CobaltStrike
6401831b46588b9d872b02076c3a7b00,e6b708b00d282c503fad477c289a4efa9e81b7945a89bfaddead39db11646a04,ACTIV GROUP ApS,Sectigo RSA Code Signing CA,ParallaxRAT
3fd3661533eef209153c9afec3ba4d8a,c2721fee09232c2e16ec8c3c6e1645b2af509faab8144d9c53ac4a8374e6d6e0,SFB Regnskabsservice ApS,Sectigo RSA Code Signing CA,IcedID
801689896ed339237464a41a2900a969,13fb5370a1e8cd1b235e10f838b6c98d1842a6e1d11f6551073d69792c21adfb,GLG Rental ApS,Sectigo RSA Code Signing CA,ParallaxRAT
7ed801843fa001b8add52d3a97b25931,083626b200b5b7fcdb8cfa1a8fbe5c42a2070676635ba09dcd824a4a5b29a34c,AM El-Teknik ApS,Sectigo RSA Code Signing CA,Quakbot
d9e834182dec62c654e775e809ac1d1b,374e7e84e1280e8739cc113014a8561f18226202b5866e7132e916f22f4999f2,FoodLehto Oy,Sectigo RSA Code Signing CA,BitRAT
cc95d6ebf18a3711e196aea210465a19,85305aace7f9acc7ef41e546f9ce8d01d8f6b81da1db537e92e74ee49ad6816f,"GEN Sistemi, d.o.o.",Sectigo RSA Code Signing CA,Quakbot
b97f66bb221772dc07ef1d4bed8f6085,33f7c1b050d1f08d1e52888939a11362c14898adccb894e1a7c6ba869b0e4e7c,S-PRO d.o.o.,Sectigo RSA Code Signing CA,BitRAT
fed006fbf85cd1c6ba6b4345b198e1e6,1cbce415a25c6021a37ebccc8d6fba903e6b861748279538f2d7fcb0bd013d1e,LoL d.o.o.,Sectigo RSA Code Signing CA,Quakbot
0f0ed5318848703405d40f7c62d0f39a,22a524094631bab9816403e852a2a70d070da7f60dcb0e17f15b61df21403da9,"SIES UPRAVLENIE PROTSESSAMI, OOO",DigiCert EV Code Signing CA (SHA2),RaccoonStealer
537aa4f1bae48f052c3e57c3e2e1ee61,1477f3b2b6fdcdf719d78ff413609263fe376793e24bd746d9af6cb72536ddea,ALPHA AME LIMITED LLP,GoGetSSL RSA Codesigning CA,Malware
4e7545c9fc5938f5198ab9f1749ca31c,ed1494c892e53c3507b7b030133fc57079ff5580ef0c74ff3ecd0ed2d6bd0662,For M d.o.o.,Sectigo RSA Code Signing CA,Quakbot
61b11ef9726ab2e78132e01bd791b336,d30f3c495a4e5e0705d011b07c2358b836985252740a7a99b9e382f5024827e2,OOO Skalari,Sectigo RSA Code Signing CA,Malware
0ced87bd70b092cb93b182fac32655f6,b5562652e236ed8b39021e9a706006889b421548d7d8ae190a5b7ac2711d2b66,Creator Soft Limited,DigiCert EV Code Signing CA (SHA2),BitRAT
047801d5b55c800b48411fd8c320ca5b,e9b4783b2e562b1c8d534074f49f61ccb6c0d94e902e0b53172925dfdc41d106,LICHFIELD STUDIO GLASS LIMITED,Sectigo RSA Code Signing CA,Malware
ef9d0cf071d463cd63d13083046a7b8d,901e3dba30ee00905a450da6551b39b861bea2a717c3818ac875e091f9e0d4b5,Rubin LLC,Sectigo RSA Code Signing CA,Malware
444F1B88C5A003DD114705149619AFE6,362CA72DC688908B5A203227D6BB53A8BB1A34BFA3B29123353212C96DAA0BE1,OOO Procion Telekom,Sectigo RSA Code Signing CA,Malware
